datetime,AGG. ASSAULT,ARSON,AUTO THEFT,BURGLARY,COMMON ASSAULT,HOMICIDE,LARCENY,LARCENY FROM AUTO,RAPE,ROBBERY - CARJACKING,ROBBERY - COMMERCIAL,ROBBERY - RESIDENCE,ROBBERY - STREET,SHOOTING
2014-12-29,7,0,9,16,10,0,16,12,3,1,7,2,14,1
2014-12-30,11,0,6,21,11,1,26,18,0,2,3,2,9,1
2014-12-31,9,0,6,26,11,1,37,12,0,0,1,0,6,0
2015-01-01,19,1,15,24,28,0,39,17,3,1,1,2,9,2
2015-01-02,3,0,9,22,7,0,32,12,1,1,5,6,10,0
2015-01-03,8,2,10,10,11,3,11,9,0,0,0,2,7,1
2015-01-04,6,0,11,5,15,2,20,22,0,1,2,1,11,0
2015-01-05,7,0,10,22,15,1,32,24,1,1,2,4,3,0
2015-01-06,7,1,14,5,11,0,30,9,0,0,4,2,3,1
2015-01-07,11,1,11,19,13,0,32,11,0,1,2,0,5,2
2015-01-08,4,2,8,13,12,0,23,10,0,1,1,0,9,1
2015-01-09,10,1,6,19,13,2,29,12,2,1,0,1,6,2
2015-01-10,5,0,15,10,18,1,23,7,0,0,1,0,4,0
2015-01-11,10,0,6,14,19,0,20,13,1,0,2,1,6,0
2015-01-12,23,0,13,21,19,1,26,10,1,1,2,1,7,1
2015-01-13,8,0,15,17,17,0,44,19,1,1,3,1,8,1
2015-01-14,10,1,13,25,14,0,37,17,1,1,3,0,4,1
2015-01-15,5,1,15,24,18,0,44,22,0,0,4,1,8,0
2015-01-16,10,0,5,33,17,0,36,20,0,0,2,1,4,2
2015-01-17,17,1,9,13,15,1,27,32,1,0,5,0,3,4
2015-01-18,11,0,10,21,8,2,21,21,1,0,7,5,4,0
2015-01-19,15,1,15,23,12,0,29,24,0,4,3,2,11,2
2015-01-20,8,1,8,30,9,0,33,17,1,1,1,1,10,1
2015-01-21,10,0,13,22,19,0,30,15,0,2,6,1,5,0
2015-01-22,8,0,6,16,20,0,31,26,0,1,1,0,5,1
2015-01-23,9,1,16,25,19,0,35,17,0,1,5,4,6,2
2015-01-24,9,2,13,19,21,1,24,22,0,1,5,1,5,0
2015-01-25,10,0,11,16,15,1,18,10,0,0,1,2,4,0
2015-01-26,18,0,7,19,12,1,28,15,0,0,4,2,5,2
2015-01-27,10,0,12,22,18,0,37,19,1,0,4,4,3,2
2015-01-28,6,0,12,21,17,1,27,19,0,1,6,5,5,1
2015-01-29,12,2,6,15,19,3,28,16,1,0,2,0,10,2
2015-01-30,8,0,9,24,23,1,29,15,0,0,1,0,12,1
2015-01-31,9,0,15,12,18,1,25,16,0,1,0,0,2,1
2015-02-01,16,1,5,22,24,2,21,11,0,0,0,0,3,1
2015-02-02,19,1,12,20,16,0,28,19,2,0,1,0,5,1
2015-02-03,5,0,9,19,17,1,25,16,0,0,4,0,9,0
2015-02-04,3,1,6,12,24,0,26,14,2,1,0,0,8,0
2015-02-05,13,2,8,20,15,0,28,14,0,0,2,0,5,0
2015-02-06,9,2,11,18,19,0,27,12,0,0,1,1,5,0
2015-02-07,15,1,10,9,21,0,20,12,0,1,0,1,7,0
2015-02-08,5,1,6,6,24,0,9,7,0,0,0,3,2,0
2015-02-09,10,0,11,17,20,0,30,12,1,1,1,2,4,1
2015-02-10,6,0,6,18,11,0,30,14,0,2,2,1,11,0
2015-02-11,13,0,5,19,18,1,28,14,0,0,1,1,3,0
2015-02-12,9,0,11,10,20,2,25,10,0,0,2,0,4,4
2015-02-13,10,0,17,16,16,0,32,17,0,1,3,0,12,0
2015-02-14,6,0,7,11,18,1,23,9,1,0,2,1,3,0
2015-02-15,7,0,3,14,15,0,20,7,0,0,1,1,7,0
2015-02-16,3,0,11,12,8,0,15,11,0,0,1,0,4,1
2015-02-17,7,0,11,6,16,0,19,7,1,0,2,1,3,0
2015-02-18,7,0,5,17,14,0,31,4,1,0,2,1,8,0
2015-02-19,6,0,13,13,12,0,26,3,0,0,1,0,1,1
2015-02-20,11,0,19,15,15,0,19,11,0,0,0,1,1,1
2015-02-21,6,0,10,10,14,1,11,7,0,0,0,1,5,0
2015-02-22,6,1,9,11,19,1,17,9,0,0,1,0,2,0
2015-02-23,7,0,5,12,18,0,17,11,2,0,3,2,2,0
2015-02-24,3,0,9,6,21,2,25,10,1,2,2,0,1,0
2015-02-25,10,1,10,21,15,1,30,19,1,0,1,1,5,1
2015-02-26,8,0,6,11,17,0,25,15,0,0,1,0,8,1
2015-02-27,12,0,9,15,15,0,35,7,0,0,1,0,7,0
2015-02-28,9,0,9,11,22,1,22,15,0,0,2,1,8,3
2015-03-01,10,0,5,8,12,0,34,5,0,0,1,0,1,1
2015-03-02,11,0,10,8,15,2,15,10,1,0,2,0,4,0
2015-03-03,7,0,5,19,16,1,29,14,0,1,1,1,6,1
2015-03-04,12,0,13,14,16,0,17,18,4,1,1,1,4,0
2015-03-05,6,0,4,10,11,0,14,2,0,1,0,1,5,0
2015-03-06,8,1,5,10,12,0,29,8,1,1,5,2,8,2
2015-03-07,9,2,8,12,14,0,14,13,0,0,5,0,4,2
2015-03-08,8,0,12,13,19,0,22,16,2,0,4,3,4,1
2015-03-09,5,1,7,18,19,0,22,15,0,0,1,0,5,1
2015-03-10,8,0,6,18,19,1,33,18,2,0,2,2,6,0
2015-03-11,15,0,13,17,19,0,24,20,2,2,1,2,6,2
2015-03-12,10,0,11,22,17,2,38,22,1,2,2,0,9,1
2015-03-13,10,0,5,23,24,0,29,23,0,1,0,4,7,2
2015-03-14,11,1,11,15,23,0,24,20,3,0,3,1,3,0
2015-03-15,8,0,6,12,10,0,33,13,0,2,1,1,11,2
2015-03-16,10,2,8,22,17,0,28,23,0,0,0,1,9,1
2015-03-17,10,0,7,24,27,1,37,18,2,0,3,4,9,2
2015-03-18,11,0,6,18,22,0,25,19,2,0,3,1,5,0
2015-03-19,10,1,5,8,18,0,38,22,0,0,3,2,4,0
2015-03-20,15,0,13,25,20,0,27,15,0,0,1,0,3,2
2015-03-21,16,2,11,17,12,0,33,16,0,1,0,0,7,1
2015-03-22,20,0,9,10,19,0,20,9,0,1,1,2,9,0
2015-03-23,17,0,9,30,16,2,30,12,1,1,1,0,3,1
2015-03-24,8,1,10,16,22,1,29,13,4,0,0,0,4,1
2015-03-25,6,0,10,20,21,0,25,26,0,0,2,0,8,0
2015-03-26,16,0,8,13,18,1,30,17,0,0,0,1,10,0
2015-03-27,12,1,8,22,23,1,36,30,1,1,1,1,5,1
2015-03-28,15,1,6,22,18,1,25,23,1,0,1,0,4,2
2015-03-29,13,0,8,10,20,0,25,13,0,0,4,0,2,0
2015-03-30,11,3,8,12,21,2,37,10,0,0,1,4,5,1
2015-03-31,9,3,5,22,24,0,33,7,0,0,0,1,2,0
2015-04-01,7,0,13,19,24,0,33,12,3,0,1,0,6,0
2015-04-02,22,0,11,17,18,0,34,17,0,1,1,0,4,7
2015-04-03,16,0,9,17,19,0,27,31,1,0,1,1,4,2
2015-04-04,9,0,11,17,24,3,27,9,0,0,0,1,8,0
2015-04-05,5,2,7,10,26,0,21,9,0,0,0,3,5,1
2015-04-06,7,2,7,23,20,0,35,18,1,1,3,2,3,0
2015-04-07,11,2,7,15,8,1,23,23,1,0,0,3,5,2
2015-04-08,13,0,12,11,12,1,28,13,1,1,2,1,5,1
2015-04-09,4,0,14,11,14,0,32,22,0,2,1,2,3,0
2015-04-10,7,0,5,10,17,1,28,15,1,1,1,0,7,0
2015-04-11,9,1,13,20,19,0,31,10,2,1,1,0,6,0
2015-04-12,10,0,5,16,23,0,21,14,3,2,0,1,5,0
2015-04-13,8,1,6,20,14,1,40,8,1,0,0,0,5,1
2015-04-14,7,0,8,21,17,0,21,26,1,0,1,1,6,0
2015-04-15,11,1,9,23,25,0,28,22,0,0,1,0,12,1
2015-04-16,11,0,9,30,19,0,36,22,2,0,3,2,5,0
2015-04-17,17,0,10,18,8,3,30,23,2,2,1,3,4,2
2015-04-18,15,0,8,11,35,0,22,20,3,1,3,0,8,2
2015-04-19,15,0,11,15,23,0,32,15,0,1,0,1,5,0
2015-04-20,7,1,9,22,25,0,22,23,0,0,6,1,7,1
2015-04-21,14,0,10,22,23,2,25,21,0,0,1,0,7,2
2015-04-22,11,1,8,13,19,0,23,17,2,1,0,0,12,1
2015-04-23,9,0,14,25,23,1,31,22,2,0,1,0,7,1
2015-04-24,22,0,8,25,14,1,29,25,2,0,1,1,5,1
2015-04-25,41,0,14,30,24,1,27,18,0,1,3,1,7,1
2015-04-26,6,3,8,21,12,2,15,13,2,2,2,0,9,2
2015-04-27,90,10,29,210,11,0,25,15,1,7,13,1,9,0
2015-04-28,12,14,5,98,8,1,16,9,3,3,2,0,8,5
2015-04-29,12,4,6,21,19,3,14,12,0,1,0,2,8,2
2015-04-30,12,1,10,26,17,2,19,13,2,1,1,4,7,3
2015-05-01,8,1,9,27,13,1,42,13,0,0,3,0,8,2
2015-05-02,11,1,9,10,16,1,19,12,0,2,1,3,6,1
2015-05-03,17,2,8,11,25,1,14,8,1,1,1,1,5,1
2015-05-04,11,0,10,17,13,2,27,18,1,4,0,0,14,4
2015-05-05,25,0,16,28,23,0,28,21,0,2,2,2,7,4
2015-05-06,12,1,12,25,15,1,35,17,0,0,2,5,10,0
2015-05-07,21,1,11,20,23,2,32,17,1,0,2,3,6,6
2015-05-08,18,3,10,19,25,0,24,12,2,0,2,2,8,0
2015-05-09,14,1,13,20,26,0,26,13,3,0,1,3,2,2
2015-05-10,17,3,8,14,38,4,21,23,1,2,4,3,6,5
2015-05-11,25,0,14,23,21,1,30,23,0,1,2,0,8,5
2015-05-12,11,1,9,29,32,0,25,20,0,1,5,6,6,2
2015-05-13,10,0,22,18,19,0,25,19,0,1,1,1,4,2
2015-05-14,9,1,12,29,23,4,30,18,2,0,2,0,1,0
2015-05-15,25,0,11,32,24,2,35,26,3,1,4,0,6,3
2015-05-16,19,0,13,25,13,0,29,18,0,0,2,2,8,8
2015-05-17,9,1,12,16,17,2,21,18,1,0,2,1,5,0
2015-05-18,17,0,16,22,20,0,18,18,1,0,3,3,11,3
2015-05-19,20,0,11,28,21,0,21,27,1,1,4,1,14,7
2015-05-20,21,3,10,25,20,3,28,23,1,0,5,5,20,9
2015-05-21,10,1,12,23,23,1,33,16,0,0,9,2,16,1
2015-05-22,16,2,13,27,24,2,25,18,0,2,9,0,23,2
2015-05-23,30,2,8,16,15,3,31,17,2,0,1,1,6,5
2015-05-24,16,2,13,16,16,1,19,22,0,0,0,1,12,6
2015-05-25,27,0,9,21,18,2,33,19,1,0,2,1,3,7
2015-05-26,17,0,19,27,28,1,42,22,2,0,2,0,15,3
2015-05-27,14,0,20,25,17,0,38,28,0,1,4,1,14,2
2015-05-28,15,0,17,28,18,2,42,25,1,2,2,2,18,1
2015-05-29,18,0,15,30,21,2,34,26,1,1,5,0,23,2
2015-05-30,12,1,25,14,20,0,37,22,1,0,2,0,19,5
2015-05-31,14,3,13,12,27,3,31,18,0,1,4,1,4,3
2015-06-01,13,1,10,23,25,1,36,23,2,0,3,0,10,1
2015-06-02,25,2,13,23,19,5,28,36,0,1,4,2,13,3
2015-06-03,11,0,8,24,18,0,24,25,1,2,3,1,7,1
2015-06-04,12,0,20,18,13,0,36,21,3,0,1,0,9,0
2015-06-05,10,1,17,16,19,0,37,15,0,0,1,2,6,0
2015-06-06,21,1,15,24,26,1,38,32,1,0,3,2,12,4
2015-06-07,17,3,17,27,29,3,29,27,2,1,0,4,6,3
2015-06-08,21,0,14,23,17,3,43,26,1,0,5,0,8,3
2015-06-09,15,1,13,28,13,0,36,30,0,0,2,2,20,3
2015-06-10,12,0,14,22,22,0,37,15,0,0,1,2,9,3
2015-06-11,11,0,20,40,18,1,41,31,0,2,3,1,6,0
2015-06-12,18,1,16,25,16,4,36,24,0,0,2,4,20,3
2015-06-13,18,3,23,17,26,0,35,19,1,0,2,2,5,0
2015-06-14,18,0,16,19,27,1,21,13,1,0,2,2,11,4
2015-06-15,13,0,27,20,20,1,30,21,1,1,6,4,7,1
2015-06-16,12,1,13,15,23,1,21,31,0,0,3,0,11,1
2015-06-17,14,0,17,25,22,0,35,26,1,2,2,1,12,6
2015-06-18,10,0,15,15,10,0,32,24,2,2,2,0,11,2
2015-06-19,15,0,18,27,18,0,40,25,3,1,0,0,8,3
2015-06-20,16,0,18,10,31,0,21,25,0,1,5,2,9,1
2015-06-21,17,0,22,20,28,1,28,18,1,0,0,4,10,2
2015-06-22,21,0,20,21,27,1,32,39,2,2,3,1,5,3
2015-06-23,19,0,12,22,17,1,29,30,1,0,11,0,8,1
2015-06-24,15,2,17,20,10,0,30,30,0,1,4,1,5,1
2015-06-25,13,2,19,16,17,1,39,22,1,0,7,4,10,0
2015-06-26,12,1,14,21,38,0,31,14,1,0,5,1,6,1
2015-06-27,12,2,17,13,20,1,27,18,1,0,8,2,8,0
2015-06-28,15,0,24,17,25,2,33,17,2,1,6,0,8,5
2015-06-29,25,1,11,25,24,1,27,31,1,1,3,2,21,6
2015-06-30,13,1,10,20,21,0,25,14,1,0,5,0,9,5
2015-07-01,15,0,15,18,13,0,31,21,2,2,6,1,11,6
2015-07-02,31,1,18,26,18,2,31,21,0,0,8,2,5,5
2015-07-03,16,1,17,19,16,1,33,24,0,1,9,1,10,2
2015-07-04,15,4,19,16,25,0,27,18,4,1,2,1,8,2
2015-07-05,18,2,15,22,26,1,19,18,2,3,1,0,11,1
2015-07-06,13,2,13,21,15,2,22,28,0,2,5,1,11,1
2015-07-07,11,1,15,23,26,5,38,28,0,1,2,2,15,2
2015-07-08,16,0,18,25,17,1,30,25,1,2,1,2,13,1
2015-07-09,20,0,23,28,20,0,19,20,0,1,4,1,16,3
2015-07-10,14,1,15,17,18,2,39,22,1,0,2,1,11,2
2015-07-11,20,0,16,19,20,3,25,24,0,3,4,1,8,4
2015-07-12,25,0,17,12,25,4,28,20,1,1,1,0,19,7
2015-07-13,12,1,13,31,26,2,34,21,0,3,2,2,17,2
2015-07-14,20,2,14,25,13,0,46,24,0,1,5,1,11,2
2015-07-15,21,0,19,19,11,3,29,30,0,0,1,0,14,7
2015-07-16,7,2,11,26,16,0,28,35,0,0,5,1,12,1
2015-07-17,15,1,21,14,24,0,22,20,1,0,0,1,11,1
2015-07-18,18,0,19,19,29,0,25,20,0,2,1,1,12,2
2015-07-19,21,0,26,12,16,1,31,22,1,1,2,2,12,1
2015-07-20,19,2,21,27,21,0,35,26,1,0,1,0,9,3
2015-07-21,11,2,16,25,18,3,31,17,0,0,4,0,11,2
2015-07-22,20,0,15,23,13,1,28,22,0,1,4,2,9,6
2015-07-23,12,1,11,22,27,2,37,26,1,0,4,0,10,1
2015-07-24,19,1,16,33,23,1,29,15,0,2,4,1,8,2
2015-07-25,20,1,17,20,22,1,46,15,1,1,4,0,13,3
2015-07-26,26,0,16,30,20,2,35,27,0,2,0,7,9,4
2015-07-27,16,1,22,36,21,1,23,26,0,1,8,1,9,3
2015-07-28,13,1,17,27,22,2,42,18,0,1,2,0,9,0
2015-07-29,13,1,12,26,18,2,22,17,0,3,4,2,11,4
2015-07-30,13,3,19,18,14,1,35,13,0,1,1,2,12,1
2015-07-31,16,1,15,19,14,2,40,23,1,0,2,2,7,1
2015-08-01,13,0,19,23,33,1,34,21,2,0,1,3,11,1
2015-08-02,19,1,23,24,23,2,33,20,0,0,1,1,9,8
2015-08-03,14,1,16,28,19,0,34,16,0,0,3,4,8,2
2015-08-04,10,0,19,24,12,0,42,25,0,1,2,1,7,0
2015-08-05,12,0,16,22,13,0,38,20,0,0,3,0,5,1
2015-08-06,14,0,20,27,19,3,23,27,0,0,1,0,7,0
2015-08-07,16,0,14,16,19,1,38,32,0,2,2,1,10,7
2015-08-08,14,0,16,18,31,0,31,32,2,0,0,0,14,2
2015-08-09,17,0,16,20,26,3,21,27,3,0,2,2,11,2
2015-08-10,16,1,15,28,14,2,38,13,3,2,5,0,11,7
2015-08-11,12,0,10,19,19,0,30,21,1,0,0,1,12,0
2015-08-12,7,1,16,16,18,1,22,19,0,1,5,2,10,1
2015-08-13,20,1,8,9,25,3,31,29,3,0,3,2,6,1
2015-08-14,13,0,18,20,25,1,31,31,0,1,0,4,4,4
2015-08-15,12,1,19,24,20,0,31,23,2,1,3,0,8,0
2015-08-16,16,0,14,13,20,1,22,19,2,1,4,1,9,1
2015-08-17,12,0,15,26,14,1,35,25,1,0,1,2,7,4
2015-08-18,12,2,19,25,16,2,36,23,0,0,5,3,5,1
2015-08-19,15,1,13,17,16,2,34,25,1,1,6,0,9,5
2015-08-20,20,0,17,24,16,2,27,23,1,0,1,0,9,2
2015-08-21,13,0,18,21,17,0,39,31,0,3,1,1,7,0
2015-08-22,19,3,17,33,27,1,32,18,0,1,3,1,11,0
2015-08-23,9,2,23,20,24,0,28,28,1,0,1,2,18,1
2015-08-24,16,0,17,27,16,0,31,21,0,2,1,2,20,0
2015-08-25,13,1,16,26,12,0,34,31,1,2,7,1,18,1
2015-08-26,12,1,12,31,14,2,42,20,0,4,1,0,8,5
2015-08-27,16,0,12,28,18,2,35,28,0,0,5,1,5,4
2015-08-28,12,1,15,25,9,1,39,21,0,0,2,2,6,3
2015-08-29,18,2,19,27,16,1,26,21,0,2,3,1,3,1
2015-08-30,15,0,13,17,18,1,31,19,0,2,2,1,15,2
2015-08-31,9,1,19,20,17,1,43,25,3,0,5,2,9,4
2015-09-01,14,1,12,27,18,2,42,23,0,0,4,2,6,3
2015-09-02,14,3,11,19,14,0,39,18,0,0,3,1,6,3
2015-09-03,11,0,10,15,20,2,33,16,0,0,3,1,6,4
2015-09-04,17,0,14,23,23,1,33,17,0,1,1,3,5,1
2015-09-05,11,1,16,16,25,0,24,37,1,1,1,1,11,2
2015-09-06,7,0,25,29,25,0,22,15,1,1,1,1,8,4
2015-09-07,29,2,16,23,24,1,30,24,1,0,1,2,10,1
2015-09-08,10,0,19,28,26,0,23,15,0,0,5,0,7,0
2015-09-09,19,1,13,30,16,0,23,24,0,1,0,2,11,0
2015-09-10,16,0,15,21,17,0,41,23,1,1,0,3,10,1
2015-09-11,19,0,12,20,27,3,38,27,1,0,0,0,11,4
2015-09-12,16,0,14,24,18,1,25,22,2,0,2,0,7,5
2015-09-13,18,1,17,18,23,1,21,27,1,1,0,0,18,1
2015-09-14,15,0,13,25,11,1,39,23,0,0,2,1,7,0
2015-09-15,11,0,13,30,22,2,34,21,2,0,0,2,14,2
2015-09-16,25,0,9,14,19,1,31,27,1,0,0,0,13,4
2015-09-17,19,2,16,26,18,0,38,26,1,0,4,1,9,2
2015-09-18,12,4,23,24,21,1,30,22,0,1,4,1,6,2
2015-09-19,12,1,11,18,18,2,29,21,0,0,2,0,16,0
2015-09-20,23,2,10,30,21,0,22,28,3,1,3,0,15,2
2015-09-21,15,0,12,22,19,2,41,19,1,1,2,0,8,3
2015-09-22,16,1,12,22,24,1,38,26,0,2,5,0,13,4
2015-09-23,13,0,16,23,16,1,39,31,1,1,4,0,12,2
2015-09-24,9,4,9,25,21,1,26,24,1,1,2,0,7,1
2015-09-25,13,0,10,25,21,0,35,24,1,0,3,0,11,0
2015-09-26,11,2,8,31,14,0,30,16,3,0,4,0,13,0
2015-09-27,8,2,15,25,30,0,28,14,0,1,3,1,8,3
2015-09-28,11,0,15,26,19,1,38,23,1,0,3,0,7,2
2015-09-29,17,0,7,27,15,1,41,19,1,1,3,1,1,0
2015-09-30,6,0,12,23,19,2,36,26,1,1,3,2,10,1
2015-10-01,5,2,18,32,18,0,31,12,1,1,2,0,12,1
2015-10-02,14,0,10,27,15,3,26,25,0,1,1,1,10,5
2015-10-03,6,0,12,12,22,2,15,17,1,0,2,1,6,0
2015-10-04,10,2,16,20,5,2,23,14,0,1,2,0,10,2
2015-10-05,13,0,14,29,21,1,43,14,0,0,2,3,17,0
2015-10-06,23,0,11,24,20,0,29,13,1,0,5,0,8,5
2015-10-07,9,2,11,21,25,2,41,16,1,0,2,1,11,0
2015-10-08,13,2,15,15,23,1,28,17,0,0,2,1,5,1
2015-10-09,16,0,11,32,24,0,34,23,0,0,3,1,11,0
2015-10-10,21,0,15,22,17,0,24,20,4,0,0,2,11,1
2015-10-11,6,1,17,15,20,1,29,24,2,2,0,0,10,2
2015-10-12,10,0,8,17,22,2,33,17,0,0,1,1,6,2
2015-10-13,10,2,10,30,28,1,32,13,0,0,1,1,11,0
2015-10-14,16,1,15,25,21,0,24,26,1,2,1,1,8,1
2015-10-15,16,1,10,16,21,2,37,24,0,1,0,1,4,1
2015-10-16,7,0,14,19,19,2,37,15,1,0,2,0,12,0
2015-10-17,7,1,9,28,20,1,19,24,0,2,1,0,14,1
2015-10-18,8,1,8,17,23,0,26,31,1,0,3,2,2,1
2015-10-19,7,0,6,24,23,0,30,9,0,3,1,0,4,2
2015-10-20,11,0,16,27,21,1,37,23,0,0,2,3,12,3
2015-10-21,18,3,17,20,14,2,41,21,1,0,1,1,8,2
2015-10-22,10,0,10,25,21,2,34,21,1,0,3,1,12,4
2015-10-23,15,1,20,26,21,0,35,27,0,0,2,0,5,4
2015-10-24,13,1,7,17,14,1,39,23,0,1,1,0,10,1
2015-10-25,18,0,12,16,29,3,22,20,1,1,4,0,12,0
2015-10-26,10,0,12,21,21,1,31,28,0,0,3,1,9,0
2015-10-27,17,1,14,22,18,1,41,20,1,0,0,2,9,1
2015-10-28,9,1,13,23,21,0,34,24,1,2,4,0,9,0
2015-10-29,12,1,6,20,18,0,37,20,0,3,5,2,9,1
2015-10-30,17,0,21,31,23,1,24,31,3,1,1,2,9,1
2015-10-31,18,1,11,15,24,1,25,16,2,2,2,0,7,1
2015-11-01,20,0,15,23,26,0,24,21,3,1,0,1,10,2
2015-11-02,11,2,11,28,27,0,29,22,0,3,2,2,12,3
2015-11-03,8,1,12,26,24,2,28,22,0,1,4,1,11,2
2015-11-04,10,1,11,16,20,2,29,19,1,1,3,2,11,2
2015-11-05,13,1,12,26,24,1,33,26,1,2,4,1,8,2
2015-11-06,12,0,25,31,13,0,39,29,1,0,5,1,13,4
2015-11-07,4,1,11,13,28,2,27,23,0,0,4,0,6,0
2015-11-08,11,2,13,19,20,3,17,14,1,1,2,0,2,0
2015-11-09,12,1,8,19,17,1,38,18,0,1,2,0,9,1
2015-11-10,4,0,11,34,16,0,31,13,4,2,4,1,17,0
2015-11-11,12,1,16,24,17,0,20,18,0,1,0,3,11,4
2015-11-12,17,1,10,20,23,1,32,18,1,0,5,0,13,0
2015-11-13,8,0,11,19,15,0,38,11,2,1,5,1,5,1
2015-11-14,9,1,11,6,13,5,26,16,0,0,4,0,8,3
2015-11-15,19,1,16,23,23,1,17,27,0,0,2,3,9,6
2015-11-16,12,0,11,19,16,3,32,13,1,1,4,2,10,1
2015-11-17,6,2,16,32,13,0,27,23,0,0,4,3,15,1
2015-11-18,11,2,16,19,24,1,29,20,1,2,3,0,17,1
2015-11-19,9,1,13,25,19,1,43,33,1,0,1,3,10,0
2015-11-20,5,1,13,25,15,1,39,25,0,2,4,0,11,1
2015-11-21,18,0,11,27,20,1,30,26,2,2,2,2,15,6
2015-11-22,12,0,15,18,15,0,28,20,0,0,4,5,11,1
2015-11-23,7,0,6,23,19,0,29,19,1,1,0,0,7,2
2015-11-24,10,0,9,32,16,0,34,20,0,0,2,1,14,3
2015-11-25,10,0,9,26,17,0,23,19,0,2,2,0,13,2
2015-11-26,14,0,9,14,16,0,14,21,0,1,0,3,6,1
2015-11-27,14,0,14,21,22,0,23,23,1,2,5,3,6,0
2015-11-28,12,2,9,36,30,1,30,20,1,1,5,1,11,0
2015-11-29,10,0,17,19,19,1,14,13,0,0,1,2,12,2
2015-11-30,9,1,20,21,12,0,42,16,0,0,5,0,11,0
2015-12-01,11,0,9,23,15,1,34,17,5,1,2,2,9,0
2015-12-02,6,3,13,18,16,3,39,15,0,2,4,1,8,1
2015-12-03,5,0,10,17,15,1,33,17,1,0,3,4,9,1
2015-12-04,7,2,9,16,22,2,30,19,1,2,0,1,7,2
2015-12-05,5,0,9,16,12,1,27,12,0,2,3,3,3,0
2015-12-06,15,1,12,14,23,3,21,17,2,2,0,3,3,2
2015-12-07,11,0,6,24,18,0,30,12,0,1,2,1,10,1
2015-12-08,14,0,17,19,14,0,23,19,1,0,0,0,8,1
2015-12-09,16,0,10,24,17,1,34,21,1,2,2,1,7,3
2015-12-10,15,1,17,30,16,0,30,22,1,2,4,0,15,2
2015-12-11,18,1,11,28,28,1,24,12,2,2,2,2,14,6
2015-12-12,20,4,8,21,35,0,33,30,0,2,0,1,13,1
2015-12-13,15,1,16,16,21,1,21,20,2,0,3,1,8,1
2015-12-14,6,1,8,24,22,1,24,34,1,0,1,2,9,0
2015-12-15,9,0,8,60,13,1,32,19,0,0,5,4,10,0
2015-12-16,13,0,13,25,18,2,36,17,0,1,2,1,13,2
2015-12-17,6,1,11,27,16,1,23,15,1,1,1,0,11,1
2015-12-18,12,0,10,28,21,1,31,17,1,1,6,0,9,1
2015-12-19,18,0,9,23,21,0,22,13,0,0,3,0,9,6
2015-12-20,18,0,13,29,19,4,18,21,0,0,2,0,11,4
2015-12-21,6,0,10,17,29,0,37,21,0,6,7,0,12,1
2015-12-22,14,0,11,29,18,0,29,16,0,3,5,2,21,1
2015-12-23,10,1,9,30,14,1,26,15,2,0,6,2,12,0
2015-12-24,8,1,17,22,19,0,23,21,1,4,0,0,15,0
2015-12-25,6,0,10,24,24,0,12,13,0,2,3,1,10,1
2015-12-26,10,0,16,22,23,1,26,16,0,3,0,0,10,0
